Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

04:06:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:43 PM 100998   3410976    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:43 PM 100998   3410977    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:43 PM 100998   3410979    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:43 PM 100998   3410980    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:43 PM 100998   3410982    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:43 PM 100998   3410984    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:43 PM 100998   3410985    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:43 PM 100998   3410987    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:43 PM 100998   3410989    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:43 PM 100998   3410996    1.00    1.00    0.00    0.00    2.00     6  postgres

04:08:43 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:44 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:44 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:44 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:44 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:44 PM 100998   3410950    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:44 PM 100998   3410955    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:44 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:44 PM 100998   3410957    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:44 PM 100998   3410958    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:44 PM 100998   3410971    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:44 PM 100998   3410972    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:44 PM 100998   3410973    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:44 PM 100998   3410974    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:44 PM 100998   3410975    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:44 PM 100998   3410976    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:44 PM 100998   3410977    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:44 PM 100998   3410979    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:44 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:44 PM 100998   3410982    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:44 PM 100998   3410984    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:44 PM 100998   3410985    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:44 PM 100998   3410987    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:44 PM 100998   3410989    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:44 PM 100998   3410996    1.00    1.00    0.00    0.00    2.00     6  postgres

04:08:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:45 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:45 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:45 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:45 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:45 PM 100998   3410950    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:45 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:45 PM 100998   3410956    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:45 PM 100998   3410957    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:45 PM 100998   3410958    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:45 PM 100998   3410971    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:45 PM 100998   3410972    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:45 PM 100998   3410973    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:45 PM 100998   3410974    0.00    1.00    0.00    0.00    1.00     5  postgres
04:08:45 PM 100998   3410975    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:45 PM 100998   3410976    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:45 PM 100998   3410977    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:45 PM 100998   3410979    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:45 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:45 PM 100998   3410982    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:45 PM 100998   3410984    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:45 PM 100998   3410985    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:45 PM 100998   3410987    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:45 PM 100998   3410989    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:45 PM 100998   3410996    0.00    1.00    0.00    0.00    1.00     6  postgres

04:08:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:46 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:46 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:46 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:46 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:46 PM 100998   3410950    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:46 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:46 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:46 PM 100998   3410957    1.00    1.00    0.00    1.00    2.00     6  postgres
04:08:46 PM 100998   3410958    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:46 PM 100998   3410971    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:46 PM 100998   3410972    0.00    2.00    0.00    0.00    2.00     6  postgres
04:08:46 PM 100998   3410973    2.00    1.00    0.00    0.00    3.00     5  postgres
04:08:46 PM 100998   3410974    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:46 PM 100998   3410975    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:46 PM 100998   3410976    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:46 PM 100998   3410977    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:46 PM 100998   3410979    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:46 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:46 PM 100998   3410982    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:46 PM 100998   3410984    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:46 PM 100998   3410985    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:46 PM 100998   3410987    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:46 PM 100998   3410989    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:46 PM 100998   3410996    1.00    1.00    0.00    1.00    2.00     6  postgres

04:08:46 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:47 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:47 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:47 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:47 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:47 PM 100998   3410950    0.00    2.00    0.00    0.00    2.00     4  postgres
04:08:47 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:47 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:47 PM 100998   3410957    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:47 PM 100998   3410958    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:47 PM 100998   3410971    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:47 PM 100998   3410972    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:47 PM 100998   3410973    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:47 PM 100998   3410974    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:47 PM 100998   3410975    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:47 PM 100998   3410976    0.00    2.00    0.00    0.00    2.00     5  postgres
04:08:47 PM 100998   3410977    0.00    1.00    0.00    0.00    1.00     5  postgres
04:08:47 PM 100998   3410979    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:47 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:47 PM 100998   3410982    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:47 PM 100998   3410984    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:47 PM 100998   3410985    2.00    1.00    0.00    0.00    3.00     4  postgres
04:08:47 PM 100998   3410987    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:47 PM 100998   3410989    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:47 PM 100998   3410996    1.00    0.00    0.00    0.00    1.00     4  postgres

04:08:47 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:48 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:48 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:48 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:48 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:48 PM 100998   3410950    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:48 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:48 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:48 PM 100998   3410957    2.00    1.00    0.00    0.00    3.00     5  postgres
04:08:48 PM 100998   3410958    2.00    1.00    0.00    0.00    3.00     6  postgres
04:08:48 PM 100998   3410971    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:48 PM 100998   3410972    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:48 PM 100998   3410973    2.00    1.00    0.00    0.00    3.00     6  postgres
04:08:48 PM 100998   3410974    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:48 PM 100998   3410975    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:48 PM 100998   3410976    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:48 PM 100998   3410977    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:48 PM 100998   3410979    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:48 PM 100998   3410980    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:48 PM 100998   3410982    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:48 PM 100998   3410984    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:48 PM 100998   3410985    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:48 PM 100998   3410987    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:48 PM 100998   3410989    0.00    1.00    0.00    0.00    1.00     5  postgres
04:08:48 PM 100998   3410996    0.00    0.00    0.00    0.00    0.00     4  postgres

04:08:48 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:49 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:49 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:49 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:49 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:49 PM 100998   3410950    1.00    2.00    0.00    0.00    3.00     4  postgres
04:08:49 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:49 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:49 PM 100998   3410957    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:49 PM 100998   3410958    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:49 PM 100998   3410971    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:49 PM 100998   3410972    1.00    2.00    0.00    0.00    3.00     6  postgres
04:08:49 PM 100998   3410973    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:49 PM 100998   3410974    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:49 PM 100998   3410975    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:49 PM 100998   3410976    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:49 PM 100998   3410977    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:49 PM 100998   3410979    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:49 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:49 PM 100998   3410982    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:49 PM 100998   3410984    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:49 PM 100998   3410985    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:49 PM 100998   3410987    0.00    1.00    0.00    0.00    1.00     4  postgres
04:08:49 PM 100998   3410989    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:49 PM 100998   3410996    1.00    1.00    0.00    0.00    2.00     4  postgres

04:08:49 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:50 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:50 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:50 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:50 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:50 PM 100998   3410950    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:50 PM 100998   3410955    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:50 PM 100998   3410956    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:50 PM 100998   3410957    1.00    2.00    0.00    0.00    3.00     5  postgres
04:08:50 PM 100998   3410958    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:50 PM 100998   3410971    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:50 PM 100998   3410972    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:50 PM 100998   3410973    2.00    1.00    0.00    0.00    3.00     4  postgres
04:08:50 PM 100998   3410974    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:50 PM 100998   3410975    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:50 PM 100998   3410976    0.00    1.00    0.00    0.00    1.00     6  postgres
04:08:50 PM 100998   3410977    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:50 PM 100998   3410979    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:50 PM 100998   3410980    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:50 PM 100998   3410982    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:50 PM 100998   3410984    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:50 PM 100998   3410985    1.00    0.00    0.00    0.00    1.00     6  postgres
04:08:50 PM 100998   3410987    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:50 PM 100998   3410989    1.00    1.00    0.00    0.00    2.00     5  postgres
04:08:50 PM 100998   3410996    0.00    1.00    0.00    0.00    1.00     4  postgres

04:08:50 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:08:51 PM 100998   3410874    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:51 PM 100998   3410875    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:51 PM 100998   3410877    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:51 PM 100998   3410878    0.00    0.00    0.00    0.00    0.00     5  postgres
04:08:51 PM 100998   3410950    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:51 PM 100998   3410955    1.00    0.00    0.00    0.00    1.00     4  postgres
04:08:51 PM 100998   3410956    1.00    1.00    0.00    0.00    2.00     6  postgres
04:08:51 PM 100998   3410957    1.00    0.00    0.00    0.00    1.00     5  postgres
04:08:51 PM 100998   3410958    1.00    1.00    0.00    0.00    2.00     4  postgres
04:08:51 PM 100998   3410971    0.00    1.00    0.00    0.00    1.00     5  postgres
04:08:51 PM 100998   3410972    0.00    0.00    0.00    0.00    0.00     6  postgres
04:08:51 PM 100998   3410973    0.00    0.00    0.00    0.00    0.00     4  postgres
04:08:51 PM 100998   3410974    1.00    0.00    0.00    0.00    1.00     6  postgres
